x,y
-0.5,0.0
-0.5,8.e-05
-0.5,0.00016
-0.5,0.00024
-0.5,0.00032
-0.5,0.0004
-0.5,0.00048
-0.5,0.0005600000
-0.5,0.0006399999
-0.5,0.0007199999
-0.5,0.0007999999
-0.5,0.0008799998
-0.5,0.0009599998
-0.5,0.001040000
-0.5,0.001120000
-0.5,0.001200000
-0.5,0.001280000
-0.5,0.001359999
-0.5,0.001439999
-0.5,0.001519999
-0.5,0.001599999
-0.5,0.001679999
-0.5,0.001759999
-0.5,0.001839999
-0.5,0.001919999
-0.5,0.001999999
-0.5,0.002079999
-0.5,0.002159999
-0.5,0.002239998
-0.5,0.002319998
-0.5,0.002399998
-0.5,0.002479998
-0.5,0.002559998
-0.5,0.002639998
-0.5,0.002719998
-0.5,0.002799998
-0.5,0.002879998
-0.5,0.002959998
-0.5,0.003039998
-0.5,0.003119997
-0.5,0.003199997
-0.5,0.003279997
-0.5,0.003359997
-0.5,0.003439997
-0.5,0.003519997
-0.5,0.003599997
-0.5,0.003679997
-0.5,0.003759997
-0.5,0.003839997
-0.5,0.003919996
-0.5,0.003999996
-0.5,0.004079996
-0.5,0.004159995
-0.5,0.004239995
-0.5,0.004319995
-0.5,0.004399994
-0.5,0.004479994
-0.5,0.004559994
-0.5,0.004639993
-0.5,0.004719993
-0.5,0.004799993
-0.5,0.004879993
-0.5,0.004959992
-0.5,0.005039992
-0.5,0.005119992
-0.5,0.005199991
-0.5,0.005279991
-0.5,0.005359991
-0.5,0.00543999
-0.5,0.00551999
-0.5,0.005599990
-0.5,0.005679989
-0.5,0.005759989
-0.5,0.005839989
-0.5,0.005919988
-0.5,0.005999988
-0.5,0.006079988
-0.5,0.006159987
-0.5,0.006239987
-0.5,0.006319987
-0.5,0.006399986
-0.5,0.006479986
-0.5,0.006559986
-0.5,0.006639985
-0.5,0.006719985
-0.5,0.006799985
-0.5,0.006879984
-0.5,0.006959984
-0.5,0.007039984
-0.5,0.007119983
-0.5,0.007199983
-0.5,0.007279983
-0.5,0.007359983
-0.5,0.007439982
-0.5,0.007519982
-0.5,0.007599982
-0.5,0.007679981
-0.5,0.007759981
-0.5,0.007839981
-0.5,0.00791998
-0.5,0.00799998
-0.5,0.00807998
-0.5,0.008159979
-0.5,0.008239979
-0.5,0.008319979
-0.5,0.008399978
-0.5,0.008479978
-0.5,0.008559978
-0.5,0.008639977
-0.5,0.008719977
-0.5,0.008799977
-0.5,0.008879976
-0.5,0.008959976
-0.5,0.009039976
-0.5,0.009119975
-0.5,0.009199975
-0.5,0.009279975
-0.5,0.009359974
-0.5,0.009439974
-0.5,0.009519974
-0.5,0.009599973
-0.5,0.009679973
-0.5,0.009759973
-0.5,0.009839973
-0.5,0.009919972
-0.5,0.009999972
-0.5,0.01007997
-0.5,0.01015997
-0.5,0.01023997
-0.5,0.01031997
-0.5,0.01039997
-0.5,0.01047997
-0.5,0.01055997
-0.5,0.01063997
-0.5,0.01071997
-0.5,0.01079997
-0.5,0.01087997
-0.5,0.01095997
-0.5,0.01103997
-0.5,0.01111997
-0.5,0.01119997
-0.5,0.01127997
-0.5,0.01135997
-0.5,0.01143997
-0.5,0.01151997
-0.5,0.01159997
-0.5,0.01167997
-0.5,0.01175997
-0.5,0.01183996
-0.5,0.01191996
-0.5,0.01199996
-0.5,0.01207996
-0.5,0.01215996
-0.5,0.01223996
-0.5,0.01231996
-0.5,0.01239996
-0.5,0.01247996
-0.5,0.01255996
-0.5,0.01263996
-0.5,0.01271996
-0.5,0.01279996
-0.5,0.01287996
-0.5,0.01295996
-0.5,0.01303996
-0.5,0.01311996
-0.5,0.01319996
-0.5,0.01327996
-0.5,0.01335996
-0.5,0.01343996
-0.5,0.01351996
-0.5,0.01359996
-0.5,0.01367996
-0.5,0.01375996
-0.5,0.01383996
-0.5,0.01391996
-0.5,0.01399996
-0.5,0.01407996
-0.5,0.01415996
-0.5,0.01423996
-0.5,0.01431995
-0.5,0.01439995
-0.5,0.01447995
-0.5,0.01455995
-0.5,0.01463995
-0.5,0.01471995
-0.5,0.01479995
-0.5,0.01487995
-0.5,0.01495995
-0.5,0.01503995
-0.5,0.01511995
-0.5,0.01519995
-0.5,0.01527995
-0.5,0.01535995
-0.5,0.01543995
-0.5,0.01551995
-0.5,0.01559995
-0.5,0.01567995
-0.5,0.01575995
-0.5,0.01583995
-0.5,0.01591994
-0.5,0.01599994
-0.5,0.01607994
-0.5,0.01615994
-0.5,0.01623994
-0.5,0.01631994
-0.5,0.01639994
-0.5,0.01647994
-0.5,0.01655993
-0.5,0.01663993
-0.5,0.01671993
-0.5,0.01679993
-0.5,0.01687993
-0.5,0.01695993
-0.5,0.01703993
-0.5,0.01711993
-0.5,0.01719992
-0.5,0.01727992
-0.5,0.01735992
-0.5,0.01743992
-0.5,0.01751992
-0.5,0.01759992
-0.5,0.01767992
-0.5,0.01775992
-0.5,0.01783991
-0.5,0.01791991
-0.5,0.01799991
-0.5,0.01807991
-0.5,0.01815991
-0.5,0.01823991
-0.5,0.01831991
-0.5,0.01839991
-0.5,0.01847990
-0.5,0.01855990
-0.5,0.01863990
-0.5,0.0187199
-0.5,0.0187999
-0.5,0.01887990
-0.5,0.01895990
-0.5,0.01903990
-0.5,0.01911989
-0.5,0.01919989
-0.5,0.01927989
-0.5,0.01935989
-0.5,0.01943989
-0.5,0.01951989
-0.5,0.01959989
-0.5,0.01967989
-0.5,0.01975988
-0.5,0.01983988
-0.5,0.01991988
-0.5,0.01999988
-0.5,0.02007988
-0.5,0.02015988
-0.5,0.02023988
-0.5,0.02031988
-0.5,0.02039987
-0.5,0.02047987
-0.5,0.02055987
-0.5,0.02063987
-0.5,0.02071987
-0.5,0.02079987
-0.5,0.02087987
-0.5,0.02095987
-0.5,0.02103986
-0.5,0.02111986
-0.5,0.02119986
-0.5,0.02127986
-0.5,0.02135986
-0.5,0.02143986
-0.5,0.02151986
-0.5,0.02159986
-0.5,0.02167985
-0.5,0.02175985
-0.5,0.02183985
-0.5,0.02191985
-0.5,0.02199985
-0.5,0.02207985
-0.5,0.02215985
-0.5,0.02223985
-0.5,0.02231984
-0.5,0.02239984
-0.5,0.02247984
-0.5,0.02255984
-0.5,0.02263984
-0.5,0.02271984
-0.5,0.02279984
-0.5,0.02287984
-0.5,0.02295983
-0.5,0.02303983
-0.5,0.02311983
-0.5,0.02319983
-0.5,0.02327983
-0.5,0.02335983
-0.5,0.02343983
-0.5,0.02351983
-0.5,0.02359982
-0.5,0.02367982
-0.5,0.02375982
-0.5,0.02383982
-0.5,0.02391982
-0.5,0.02399982
-0.5,0.02407982
-0.5,0.02415982
-0.5,0.02423981
-0.5,0.02431981
-0.5,0.02439981
-0.5,0.02447981
-0.5,0.02455981
-0.5,0.02463981
-0.5,0.02471981
-0.5,0.02479981
-0.5,0.02487980
-0.5,0.02495980
-0.5,0.02503980
-0.5,0.0251198
-0.5,0.02519980
-0.5,0.02527980
-0.5,0.02535980
-0.5,0.02543980
-0.5,0.02551979
-0.5,0.02559979
-0.5,0.02567979
-0.5,0.02575979
-0.5,0.02583979
-0.5,0.02591979
-0.5,0.02599979
-0.5,0.02607979
-0.5,0.02615978
-0.5,0.02623978
-0.5,0.02631978
-0.5,0.02639978
-0.5,0.02647978
-0.5,0.02655978
-0.5,0.02663978
-0.5,0.02671978
-0.5,0.02679977
-0.5,0.02687977
-0.5,0.02695977
-0.5,0.02703977
-0.5,0.02711977
-0.5,0.02719977
-0.5,0.02727977
-0.5,0.02735977
-0.5,0.02743976
-0.5,0.02751976
-0.5,0.02759976
-0.5,0.02767976
-0.5,0.02775976
-0.5,0.02783976
-0.5,0.02791976
-0.5,0.02799976
-0.5,0.02807975
-0.5,0.02815975
-0.5,0.02823975
-0.5,0.02831975
-0.5,0.02839975
-0.5,0.02847975
-0.5,0.02855975
-0.5,0.02863975
-0.5,0.02871974
-0.5,0.02879974
-0.5,0.02887974
-0.5,0.02895974
-0.5,0.02903974
-0.5,0.02911974
-0.5,0.02919974
-0.5,0.02927974
-0.5,0.02935973
-0.5,0.02943973
-0.5,0.02951973
-0.5,0.02959973
-0.5,0.02967973
-0.5,0.02975973
-0.5,0.02983973
-0.5,0.02991973
-0.5,0.02999972
-0.5,0.03007972
-0.5,0.03015972
-0.5,0.03023972
-0.5,0.03031972
